"Month","Employee","Quota","Bookings","Attainment","Participation","Quota Held Flag","Attainment Bucket","Team","","","","","",""
"7/1/2016","Karen Filippelli"," $ 3,019 "," $ 8,493 ","281.32%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2016","Charles Miner"," $ 9,263 "," $ 9,275 ","100.13%","Y","Y","100-200%","SB ACQ","","","","","",""
"7/1/2016","Jo Bennett"," $ 2,187 "," $ 5,133 ","234.71%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2016","Robert Lipton"," $ 8,306 "," $ 8,847 ","106.51%","Y","Y","100-200%","SB ACQ","","","","","",""
"7/1/2016","Nate Nickerson"," $ 4,315 "," $ 7,392 ","171.31%","Y","Y","100-200%","MM ACQ","","","","","",""
"7/1/2016","Deangelo Vickers"," $ 3,877 "," $ 9,596 ","247.51%","Y","Y","200-300%","SB IB","","","","","",""
"7/1/2016","Val Johnson"," $ 5,540 "," $ 5,319 ","96.01%","","Y","90-99%","MM IB","","","","","",""
"7/1/2016","Cathy Simms"," $ 9,543 "," $ 6,993 ","73.28%","","Y","70-89%","SB ACQ","","","","","",""
"8/1/2016","Michael Scott"," $ 6,903 "," $ 6,306 ","91.35%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2016","Dwight Schrute"," $ 7,644 "," $ 5,295 ","69.27%","","Y","+300%","ENT IB","","","","","",""
"8/1/2016","Jim Halpert"," $ 6,495 "," $ 9,778 ","150.55%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2016","Pam Beesly"," $ 7,473 "," $ 6,972 ","93.30%","","Y","90-99%","ENT IB","","","","","",""
"8/1/2016","Ryan Howard"," $ 8,054 "," $ 8,434 ","104.72%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2016","Andy Bernard"," $ 2,763 "," $ 8,033 ","290.73%","Y","Y","200-300%","ENT ACQ","","","","","",""
"8/1/2016","Robert California"," $ 4,774 "," $ 7,739 ","162.11%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2016","Jan Levinson"," $ 9,020 "," $ 7,457 ","82.67%","","Y","70-89%","ENT ACQ","","","","","",""
"8/1/2016","Roy Anderson"," $ 2,080 "," $ 7,592 ","365.00%","Y","Y","+300%","ENT ACQ","","","","","",""
"8/1/2016","Stanley Hudson"," $ 5,370 "," $ 5,743 ","106.95%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2016","Kevin Malone"," $ 8,662 "," $ 5,279 ","60.94%","","Y","30-69%","MM IB","","","","","",""
"8/1/2016","Meredith Palmer"," $ 3,559 "," $ 5,800 ","162.97%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2016","Angela Martin"," $ 3,203 "," $ 9,969 ","311.24%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2016","Oscar Martinez"," $ 6,154 "," $ 8,821 ","143.34%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2016","Phyllis Lapin"," $ 6,653 "," $ 5,477 ","82.32%","","Y","70-89%","MM IB","","","","","",""
"8/1/2016","Kelly Kapoor"," $ 7,075 "," $ 7,183 ","101.53%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2016","Toby Flenderson"," $ 7,622 "," $ 7,410 ","97.22%","","Y","90-99%","MM ACQ","","","","","",""
"8/1/2016","Creed Bratton"," $ 7,682 "," $ 9,197 ","119.72%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2016","Darryl Philbin"," $ 4,259 "," $ 7,384 ","173.37%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2016","Kelly Erin Hannon"," $ 2,679 "," $ 9,804 ","365.96%","Y","Y","+300%","MM ACQ","","","","","",""
"8/1/2016","Gabe Lewis"," $ 7,388 "," $ 7,462 ","101.00%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2016","Holly Flax"," $ 5,772 "," $ 7,579 ","131.31%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2016","Nellie Bertram"," $ 2,832 "," $ 9,791 ","345.73%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2016","Clark Green"," $ 7,697 "," $ 6,843 ","88.90%","","Y","70-89%","SB IB","","","","","",""
"8/1/2016","Pete Miller"," $ 8,467 "," $ 7,624 ","90.04%","","Y","90-99%","SB IB","","","","","",""
"8/1/2016","Todd Packer"," $ 3,737 "," $ 5,719 ","153.04%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2016","David Wallace"," $ 3,637 "," $ 8,519 ","234.23%","Y","Y","200-300%","SB ACQ","","","","","",""
"8/1/2016","Karen Filippelli"," $ 6,652 "," $ 8,535 ","128.31%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2016","Charles Miner"," $ 6,290 "," $ 8,966 ","142.54%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2016","Jo Bennett"," $ 3,156 "," $ 8,216 ","260.33%","Y","Y","200-300%","SB ACQ","","","","","",""
"8/1/2016","Robert Lipton"," $ 2,981 "," $ 7,873 ","264.11%","Y","Y","200-300%","SB ACQ","","","","","",""
"8/1/2016","Nate Nickerson"," $ 8,465 "," $ 7,931 ","93.69%","","Y","90-99%","MM ACQ","","","","","",""
"8/1/2016","Deangelo Vickers"," $ 8,019 "," $ 5,834 ","72.75%","","Y","70-89%","SB IB","","","","","",""
"8/1/2016","Val Johnson"," $ 2,100 "," $ 7,773 ","370.14%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2016","Cathy Simms"," $ 3,129 "," $ 6,572 ","210.04%","Y","Y","200-300%","SB ACQ","","","","","",""
"9/1/2016","Michael Scott"," $ 4,228 "," $ 6,694 ","158.33%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2016","Dwight Schrute"," $ 3,827 "," $ 5,199 ","135.85%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2016","Jim Halpert"," $ 1,204 "," $ 5,655 ","469.68%","Y","Y","+300%","ENT IB","","","","","",""
"9/1/2016","Pam Beesly"," $ 5,062 "," $ 5,832 ","115.21%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2016","Ryan Howard"," $ 7,260 "," $ 7,612 ","104.85%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2016","Andy Bernard"," $ 2,600 "," $ 5,957 ","229.12%","Y","Y","200-300%","ENT ACQ","","","","","",""
"9/1/2016","Robert California"," $ 4,907 "," $ 7,144 ","145.59%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2016","Jan Levinson"," $ 9,965 "," $ 6,593 ","66.16%","","Y","30-69%","ENT ACQ","","","","","",""
"9/1/2016","Roy Anderson"," $ 4,438 "," $ 6,078 ","136.95%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2016","Stanley Hudson"," $ 5,633 "," $ 7,494 ","133.04%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2016","Kevin Malone"," $ 6,138 "," $ 7,515 ","122.43%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2016","Meredith Palmer"," $ 3,680 "," $ 6,450 ","175.27%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2016","Angela Martin"," $ 3,810 "," $ 6,567 ","172.36%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2016","Oscar Martinez"," $ 6,627 "," $ 7,707 ","116.30%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2016","Phyllis Lapin"," $ 9,170 "," $ 6,331 ","69.04%","","Y","+300%","MM IB","","","","","",""
"9/1/2016","Kelly Kapoor"," $ 1,551 "," $ 5,585 ","360.09%","Y","Y","+300%","MM IB","","","","","",""
"9/1/2016","Toby Flenderson"," $ 1,810 "," $ 8,038 ","444.09%","Y","Y","+300%","MM ACQ","","","","","",""
"9/1/2016","Creed Bratton"," $ 3,487 "," $ 6,608 ","189.50%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2016","Darryl Philbin"," $ 6,030 "," $ 7,570 ","125.54%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2016","Kelly Erin Hannon"," $ 2,708 "," $ 5,335 ","197.01%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2016","Gabe Lewis"," $ 3,620 "," $ 6,167 ","170.36%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2016","Holly Flax"," $ 8,427 "," $ 7,416 ","88.00%","","Y","70-89%","SB IB","","","","","",""
"9/1/2016","Nellie Bertram"," $ 5,803 "," $ 9,947 ","171.41%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2016","Clark Green"," $ 3,100 "," $ 6,478 ","208.97%","Y","Y","200-300%","SB IB","","","","","",""
"9/1/2016","Pete Miller"," $ 5,039 "," $ 9,663 ","191.76%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2016","Todd Packer"," $ 9,232 "," $ 7,317 ","79.26%","","Y","70-89%","SB IB","","","","","",""
"9/1/2016","David Wallace"," $ 1,500 "," $ 5,832 ","388.80%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2016","Karen Filippelli"," $ 7,070 "," $ 5,658 ","80.03%","","Y","70-89%","SB ACQ","","","","","",""
"9/1/2016","Charles Miner"," $ 4,097 "," $ 8,068 ","196.92%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2016","Jo Bennett"," $ 4,143 "," $ 6,128 ","147.91%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2016","Robert Lipton"," $ 3,051 "," $ 5,594 ","183.35%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2016","Nate Nickerson"," $ 6,068 "," $ 9,689 ","159.67%","Y","Y","100-200%","MM ACQ","","","","","",""
"9/1/2016","Deangelo Vickers"," $ 8,394 "," $ 8,182 ","97.47%","","Y","90-99%","SB IB","","","","","",""
"9/1/2016","Val Johnson"," $ 2,401 "," $ 7,385 ","307.58%","Y","Y","+300%","MM IB","","","","","",""
"9/1/2016","Cathy Simms"," $ 1,009 "," $ 7,603 ","753.52%","Y","Y","+300%","SB ACQ","","","","","",""
"10/1/2016","Michael Scott"," $ 9,797 "," $ 7,740 ","79.00%","","Y","70-89%","ENT IB","","","","","",""
"10/1/2016","Dwight Schrute"," $ 6,125 "," $ 6,549 ","106.92%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2016","Jim Halpert"," $ 7,925 "," $ 5,517 ","69.62%","","Y","+300%","ENT IB","","","","","",""
"10/1/2016","Pam Beesly"," $ 8,443 "," $ 5,529 ","65.49%","","Y","30-69%","ENT IB","","","","","",""
"10/1/2016","Ryan Howard"," $ 4,533 "," $ 7,007 ","154.58%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2016","Andy Bernard"," $ 8,660 "," $ 5,323 ","61.47%","","Y","30-69%","ENT ACQ","","","","","",""
"10/1/2016","Robert California"," $ 2,347 "," $ 7,232 ","308.14%","Y","Y","+300%","ENT ACQ","","","","","",""
"10/1/2016","Jan Levinson"," $ 5,572 "," $ 6,180 ","110.91%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2016","Roy Anderson"," $ 4,994 "," $ 8,177 ","163.74%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2016","Stanley Hudson"," $ 8,553 "," $ 5,311 ","62.10%","","Y","30-69%","ENT ACQ","","","","","",""
"10/1/2016","Kevin Malone"," $ 9,242 "," $ 7,846 ","84.90%","","Y","70-89%","MM IB","","","","","",""
"10/1/2016","Meredith Palmer"," $ 7,552 "," $ 5,262 ","69.68%","","Y","+300%","MM IB","","","","","",""
"10/1/2016","Angela Martin"," $ 9,532 "," $ 8,083 ","84.80%","","Y","70-89%","MM IB","","","","","",""
"10/1/2016","Oscar Martinez"," $ 7,693 "," $ 5,894 ","76.62%","","Y","70-89%","MM IB","","","","","",""
"10/1/2016","Phyllis Lapin"," $ 4,896 "," $ 6,663 ","136.09%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2016","Kelly Kapoor"," $ 8,286 "," $ 6,754 ","81.51%","","Y","70-89%","MM IB","","","","","",""
"10/1/2016","Toby Flenderson"," $ 9,505 "," $ 6,254 ","65.80%","","Y","30-69%","MM ACQ","","","","","",""
"10/1/2016","Creed Bratton"," $ 3,470 "," $ 6,641 ","191.38%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2016","Darryl Philbin"," $ 2,703 "," $ 9,911 ","366.67%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2016","Kelly Erin Hannon"," $ 5,514 "," $ 7,104 ","128.84%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2016","Gabe Lewis"," $ 1,282 "," $ 8,983 ","700.70%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2016","Holly Flax"," $ 2,539 "," $ 6,422 ","252.93%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2016","Nellie Bertram"," $ 6,631 "," $ 6,745 ","101.72%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2016","Clark Green"," $ 2,611 "," $ 8,597 ","329.26%","Y","Y","+300%","SB IB","","","","","",""
"10/1/2016","Pete Miller"," $ 2,436 "," $ 9,890 ","405.99%","Y","Y","+300%","SB IB","","","","","",""
"10/1/2016","Todd Packer"," $ 5,218 "," $ 9,589 ","183.77%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2016","David Wallace"," $ 8,255 "," $ 9,067 ","109.84%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2016","Karen Filippelli"," $ 7,593 "," $ 7,764 ","102.25%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2016","Charles Miner"," $ 6,676 "," $ 7,202 ","107.88%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2016","Jo Bennett"," $ 3,869 "," $ 9,735 ","251.62%","Y","Y","200-300%","SB ACQ","","","","","",""
"10/1/2016","Robert Lipton"," $ 4,512 "," $ 9,258 ","205.19%","Y","Y","200-300%","SB ACQ","","","","","",""
"10/1/2016","Nate Nickerson"," $ 5,842 "," $ 9,052 ","154.95%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2016","Deangelo Vickers"," $ 2,509 "," $ 8,934 ","356.08%","Y","Y","+300%","SB IB","","","","","",""
"10/1/2016","Val Johnson"," $ 5,696 "," $ 6,860 ","120.44%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2016","Cathy Simms"," $ 3,633 "," $ 5,089 ","140.08%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2016","Michael Scott"," $ 1,776 "," $ 8,639 ","486.43%","Y","Y","+300%","ENT IB","","","","","",""
"11/1/2016","Dwight Schrute"," $ 8,967 "," $ 6,868 ","76.59%","","Y","70-89%","ENT IB","","","","","",""
"11/1/2016","Jim Halpert"," $ 7,446 "," $ 8,358 ","112.25%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2016","Pam Beesly"," $ 1,737 "," $ 8,514 ","490.16%","Y","Y","+300%","ENT IB","","","","","",""
"11/1/2016","Ryan Howard"," $ 7,951 "," $ 5,517 ","69.39%","","Y","+300%","ENT IB","","","","","",""
"11/1/2016","Andy Bernard"," $ 5,700 "," $ 5,510 ","96.67%","","Y","90-99%","ENT ACQ","","","","","",""
"11/1/2016","Robert California"," $ 5,494 "," $ 8,576 ","156.10%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2016","Jan Levinson"," $ 2,634 "," $ 7,289 ","276.73%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2016","Roy Anderson"," $ 6,252 "," $ 7,641 ","122.22%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2016","Stanley Hudson"," $ 1,535 "," $ 8,166 ","531.99%","Y","Y","+300%","ENT ACQ","","","","","",""
"11/1/2016","Kevin Malone"," $ 1,422 "," $ 8,178 ","575.11%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2016","Meredith Palmer"," $ 7,164 "," $ 5,515 ","76.98%","","Y","70-89%","MM IB","","","","","",""
"11/1/2016","Angela Martin"," $ 6,359 "," $ 9,710 ","152.70%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2016","Oscar Martinez"," $ 5,176 "," $ 6,403 ","123.71%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2016","Phyllis Lapin"," $ 9,760 "," $ 6,224 ","63.77%","","Y","30-69%","MM IB","","","","","",""
"11/1/2016","Kelly Kapoor"," $ 4,585 "," $ 8,129 ","177.30%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2016","Toby Flenderson"," $ 3,722 "," $ 5,712 ","153.47%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2016","Creed Bratton"," $ 7,465 "," $ 7,471 ","100.08%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2016","Darryl Philbin"," $ 1,974 "," $ 8,820 ","446.81%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2016","Kelly Erin Hannon"," $ 2,361 "," $ 8,655 ","366.58%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2016","Gabe Lewis"," $ 5,519 "," $ 9,476 ","171.70%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2016","Holly Flax"," $ 5,707 "," $ 6,569 ","115.10%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2016","Nellie Bertram"," $ 7,133 "," $ 7,196 ","100.88%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2016","Clark Green"," $ 8,075 "," $ 8,235 ","101.98%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2016","Pete Miller"," $ 8,606 "," $ 6,836 ","79.43%","","Y","70-89%","SB IB","","","","","",""
"11/1/2016","Todd Packer"," $ 4,803 "," $ 6,515 ","135.64%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2016","David Wallace"," $ 2,662 "," $ 7,846 ","294.74%","Y","Y","200-300%","SB ACQ","","","","","",""
"11/1/2016","Karen Filippelli"," $ 3,982 "," $ 7,755 ","194.75%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2016","Charles Miner"," $ 4,076 "," $ 8,250 ","202.40%","Y","Y","200-300%","SB ACQ","","","","","",""
"11/1/2016","Jo Bennett"," $ 4,180 "," $ 8,042 ","192.39%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2016","Robert Lipton"," $ 5,916 "," $ 8,127 ","137.37%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2016","Nate Nickerson"," $ 8,699 "," $ 9,149 ","105.17%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2016","Deangelo Vickers"," $ 1,220 "," $ 9,644 ","790.49%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2016","Val Johnson"," $ 4,529 "," $ 9,110 ","201.15%","Y","Y","200-300%","MM IB","","","","","",""
"11/1/2016","Cathy Simms"," $ 7,283 "," $ 8,778 ","120.53%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2016","Michael Scott"," $ 1,105 "," $ 9,937 ","899.28%","Y","Y","+300%","ENT IB","","","","","",""
"12/1/2016","Dwight Schrute"," $ 3,880 "," $ 7,158 ","184.48%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2016","Jim Halpert"," $ 6,746 "," $ 5,847 ","86.67%","","Y","70-89%","ENT IB","","","","","",""
"12/1/2016","Pam Beesly"," $ 8,132 "," $ 8,254 ","101.50%","Y","Y","100-200%","ENT IB","","","","","",""
"12/1/2016","Ryan Howard"," $ 6,160 "," $ 5,686 ","92.31%","","Y","90-99%","ENT IB","","","","","",""
"12/1/2016","Andy Bernard"," $ 1,395 "," $ 5,835 ","418.28%","Y","Y","+300%","ENT ACQ","","","","","",""
"12/1/2016","Robert California"," $ 4,602 "," $ 5,250 ","114.08%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2016","Jan Levinson"," $ 3,434 "," $ 8,598 ","250.38%","Y","Y","200-300%","ENT ACQ","","","","","",""
"12/1/2016","Roy Anderson"," $ 4,012 "," $ 6,165 ","153.66%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2016","Stanley Hudson"," $ 3,839 "," $ 7,243 ","188.67%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2016","Kevin Malone"," $ 2,501 "," $ 5,994 ","239.66%","Y","Y","200-300%","MM IB","","","","","",""
"12/1/2016","Meredith Palmer"," $ 6,210 "," $ 8,183 ","131.77%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2016","Angela Martin"," $ 4,208 "," $ 8,489 ","201.73%","Y","Y","200-300%","MM IB","","","","","",""
"12/1/2016","Oscar Martinez"," $ 2,848 "," $ 6,664 ","233.99%","Y","Y","200-300%","MM IB","","","","","",""
"12/1/2016","Phyllis Lapin"," $ 6,563 "," $ 6,987 ","106.46%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2016","Kelly Kapoor"," $ 9,453 "," $ 8,687 ","91.90%","","Y","90-99%","MM IB","","","","","",""
"12/1/2016","Toby Flenderson"," $ 5,389 "," $ 5,295 ","98.26%","","Y","90-99%","MM ACQ","","","","","",""
"12/1/2016","Creed Bratton"," $ 9,588 "," $ 6,170 ","64.35%","","Y","30-69%","MM ACQ","","","","","",""
"12/1/2016","Darryl Philbin"," $ 5,763 "," $ 5,895 ","102.29%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2016","Kelly Erin Hannon"," $ 4,666 "," $ 5,601 ","120.04%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2016","Gabe Lewis"," $ 9,357 "," $ 5,964 ","63.74%","","Y","30-69%","MM ACQ","","","","","",""
"12/1/2016","Holly Flax"," $ 9,008 "," $ 5,378 ","59.70%","","Y","30-69%","SB IB","","","","","",""
"12/1/2016","Nellie Bertram"," $ 7,754 "," $ 9,087 ","117.19%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2016","Clark Green"," $ 3,462 "," $ 8,885 ","256.64%","Y","Y","200-300%","SB IB","","","","","",""
"12/1/2016","Pete Miller"," $ 3,822 "," $ 6,396 ","167.35%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2016","Todd Packer"," $ 2,528 "," $ 8,562 ","338.69%","Y","Y","+300%","SB IB","","","","","",""
"12/1/2016","David Wallace"," $ 5,364 "," $ 6,884 ","128.34%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2016","Karen Filippelli"," $ 5,718 "," $ 9,075 ","158.71%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2016","Charles Miner"," $ 9,074 "," $ 9,837 ","108.41%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2016","Jo Bennett"," $ 6,992 "," $ 6,417 ","91.78%","","Y","90-99%","SB ACQ","","","","","",""
"12/1/2016","Robert Lipton"," $ 8,932 "," $ 9,863 ","110.42%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2016","Nate Nickerson"," $ 7,494 "," $ 5,231 ","69.80%","","Y","+300%","MM ACQ","","","","","",""
"12/1/2016","Deangelo Vickers"," $ 7,189 "," $ 6,280 ","87.36%","","Y","70-89%","SB IB","","","","","",""
"12/1/2016","Val Johnson"," $ 1,902 "," $ 7,310 ","384.33%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2016","Cathy Simms"," $ 6,723 "," $ 6,543 ","97.32%","","Y","90-99%","SB ACQ","","","","","",""
"1/1/2017","Michael Scott"," $ 4,113 "," $ 8,116 ","197.33%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2017","Dwight Schrute"," $ 1,485 "," $ 8,633 ","581.35%","Y","Y","+300%","ENT IB","","","","","",""
"1/1/2017","Jim Halpert"," $ 5,669 "," $ 6,268 ","110.57%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2017","Pam Beesly"," $ 2,886 "," $ 5,626 ","194.94%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2017","Ryan Howard"," $ 5,855 "," $ 5,544 ","94.69%","","Y","90-99%","ENT IB","","","","","",""
"1/1/2017","Andy Bernard"," $ 3,826 "," $ 8,932 ","233.46%","Y","Y","200-300%","ENT ACQ","","","","","",""
"1/1/2017","Robert California"," $ 1,546 "," $ 5,590 ","361.58%","Y","Y","+300%","ENT ACQ","","","","","",""
"1/1/2017","Jan Levinson"," $ 9,230 "," $ 8,038 ","87.09%","","Y","70-89%","ENT ACQ","","","","","",""
"1/1/2017","Roy Anderson"," $ 6,187 "," $ 7,072 ","114.30%","Y","Y","100-200%","ENT ACQ","","","","","",""
"1/1/2017","Stanley Hudson"," $ 6,587 "," $ 5,976 ","90.72%","","Y","90-99%","ENT ACQ","","","","","",""
"1/1/2017","Kevin Malone"," $ 2,434 "," $ 5,248 ","215.61%","Y","Y","200-300%","MM IB","","","","","",""
"1/1/2017","Meredith Palmer"," $ 5,209 "," $ 7,439 ","142.81%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2017","Angela Martin"," $ 9,458 "," $ 6,552 ","69.27%","","Y","+300%","MM IB","","","","","",""
"1/1/2017","Oscar Martinez"," $ 6,773 "," $ 5,894 ","87.02%","","Y","70-89%","MM IB","","","","","",""
"1/1/2017","Phyllis Lapin"," $ 5,725 "," $ 7,389 ","129.07%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2017","Kelly Kapoor"," $ 4,944 "," $ 9,081 ","183.68%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2017","Toby Flenderson"," $ 1,670 "," $ 6,805 ","407.49%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2017","Creed Bratton"," $ 8,398 "," $ 5,207 ","62.00%","","Y","30-69%","MM ACQ","","","","","",""
"1/1/2017","Darryl Philbin"," $ 6,356 "," $ 5,897 ","92.78%","","Y","90-99%","MM ACQ","","","","","",""
"1/1/2017","Kelly Erin Hannon"," $ 9,516 "," $ 9,382 ","98.59%","","Y","90-99%","MM ACQ","","","","","",""
"1/1/2017","Gabe Lewis"," $ 6,490 "," $ 9,741 ","150.09%","Y","Y","100-200%","MM ACQ","","","","","",""
"1/1/2017","Holly Flax"," $ 2,733 "," $ 5,735 ","209.84%","Y","Y","200-300%","SB IB","","","","","",""
"1/1/2017","Nellie Bertram"," $ 8,614 "," $ 8,109 ","94.14%","","Y","90-99%","SB IB","","","","","",""
"1/1/2017","Clark Green"," $ 4,058 "," $ 8,406 ","207.15%","Y","Y","200-300%","SB IB","","","","","",""
"1/1/2017","Pete Miller"," $ 8,932 "," $ 8,233 ","92.17%","","Y","90-99%","SB IB","","","","","",""
"1/1/2017","Todd Packer"," $ 2,757 "," $ 5,998 ","217.56%","Y","Y","200-300%","SB IB","","","","","",""
"1/1/2017","David Wallace"," $ 2,085 "," $ 7,178 ","344.27%","Y","Y","+300%","SB ACQ","","","","","",""
"1/1/2017","Karen Filippelli"," $ 8,493 "," $ 5,062 ","59.60%","","Y","30-69%","SB ACQ","","","","","",""
"1/1/2017","Charles Miner"," $ 4,155 "," $ 9,886 ","237.93%","Y","Y","200-300%","SB ACQ","","","","","",""
"1/1/2017","Jo Bennett"," $ 5,425 "," $ 9,923 ","182.91%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2017","Robert Lipton"," $ 3,271 "," $ 5,918 ","180.92%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2017","Nate Nickerson"," $ 2,844 "," $ 5,066 ","178.13%","Y","Y","100-200%","MM ACQ","","","","","",""
"1/1/2017","Deangelo Vickers"," $ 2,687 "," $ 5,496 ","204.54%","Y","Y","200-300%","SB IB","","","","","",""
"1/1/2017","Val Johnson"," $ 1,367 "," $ 9,081 ","664.30%","Y","Y","+300%","MM IB","","","","","",""
"1/1/2017","Cathy Simms"," $ 7,869 "," $ 8,308 ","105.58%","Y","Y","100-200%","SB ACQ","","","","","",""
